,date,time,ticket_number,article,Quantity,unit_price,retour
115628,2021*06*18,17:22,181382.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
115631,2021*06*18,17:27,181383.0,COUPE,1.0,"0,15 €",False
115632,2021*06*18,17:27,181383.0,COUPE,1.0,"0,15 €",False
115633,2021*06*18,17:27,181383.0,CAMPAGNE,1.0,"1,80 €",False
115634,2021*06*18,17:27,181383.0,COMPLET,1.0,"1,50 €",False
115637,2021*06*18,17:31,181384.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115640,2021*06*18,17:44,181385.0,BOULE 200G,1.0,"1,10 €",False
115641,2021*06*18,17:44,181385.0,CROISSANT,3.0,"1,10 €",False
115642,2021*06*18,17:44,181385.0,COUPE,1.0,"0,15 €",False
115645,2021*06*18,17:45,181386.0,COOKIE,6.0,"1,00 €",False
115648,2021*06*18,17:47,181387.0,BAGUETTE,1.0,"0,90 €",False
115651,2021*06*18,17:50,181388.0,COUPE,1.0,"0,15 €",False
115652,2021*06*18,17:50,181388.0,CEREAL BAGUETTE,1.0,"1,25 €",False
115653,2021*06*18,17:50,181388.0,MOISSON,1.0,"2,00 €",False
115654,2021*06*18,17:50,181388.0,SUCETTE,2.0,"0,30 €",False
115657,2021*06*18,17:53,181389.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115660,2021*06*18,17:59,181390.0,COUPE,1.0,"0,15 €",False
115661,2021*06*18,17:59,181390.0,COMPLET,1.0,"1,50 €",False
115662,2021*06*18,17:59,181390.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115663,2021*06*18,17:59,181390.0,CROISSANT,2.0,"1,10 €",False
115664,2021*06*18,17:59,181390.0,FICELLE,1.0,"0,60 €",False
115667,2021*06*18,18:07,181391.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115670,2021*06*18,18:07,181392.0,FINANCIER X5,1.0,"3,00 €",False
115673,2021*06*18,18:09,181393.0,PAIN BANETTE,1.0,"1,40 €",False
115674,2021*06*18,18:09,181393.0,BANETTINE,3.0,"0,60 €",False
115675,2021*06*18,18:09,181393.0,CAMPAGNE,1.0,"1,80 €",False
115678,2021*06*18,18:11,181394.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
115681,2021*06*18,18:16,181395.0,CEREAL BAGUETTE,1.0,"1,25 €",False
115682,2021*06*18,18:16,181395.0,CAMPAGNE,1.0,"1,80 €",False
115685,2021*06*18,18:19,181396.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115688,2021*06*18,18:29,181397.0,BAGUETTE,2.0,"0,90 €",False
115691,2021*06*18,18:31,181398.0,BAGUETTE,1.0,"0,90 €",False
115694,2021*06*18,18:31,181399.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115697,2021*06*18,18:42,181400.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115698,2021*06*18,18:42,181400.0,CEREAL BAGUETTE,1.0,"1,25 €",False
115701,2021*06*18,18:47,181401.0,NANTAIS,1.0,"2,50 €",False
115702,2021*06*18,18:47,181401.0,MOISSON,1.0,"2,00 €",False
115703,2021*06*18,18:47,181401.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115704,2021*06*18,18:47,181401.0,COUPE,1.0,"0,15 €",False
115705,2021*06*18,18:47,181401.0,GRAND FAR BRETON,1.0,"7,00 €",False
115706,2021*06*18,18:47,181401.0,PAIN AU CHOCOLAT,3.0,"1,20 €",False
115709,2021*06*18,18:51,181402.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115714,2021*06*19,07:32,181404.0,CEREAL BAGUETTE,3.0,"1,25 €",False
115715,2021*06*19,07:32,181404.0,BAGUETTE,2.0,"0,90 €",False
115716,2021*06*19,07:32,181404.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115719,2021*06*19,07:33,181405.0,CROISSANT AMANDES,2.0,"1,40 €",False
115722,2021*06*19,07:37,181406.0,CROISSANT,2.0,"1,10 €",False
115723,2021*06*19,07:37,181406.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115726,2021*06*19,07:42,181407.0,PAIN AU CHOCOLAT,3.0,"1,20 €",False
115727,2021*06*19,07:42,181407.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
115730,2021*06*19,07:43,181408.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115731,2021*06*19,07:43,181408.0,PAIN AU CHOCOLAT,4.0,"1,20 €",False
115732,2021*06*19,07:43,181408.0,CROISSANT,4.0,"1,10 €",False
115735,2021*06*19,07:44,181409.0,CHAUSSON AUX POMMES,1.0,"1,40 €",False
115736,2021*06*19,07:44,181409.0,BAGUETTE,1.0,"0,90 €",False
115739,2021*06*19,07:46,181410.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
115742,2021*06*19,07:50,181411.0,COUPE,1.0,"0,15 €",False
115743,2021*06*19,07:50,181411.0,BANETTE,1.0,"1,05 €",False
115744,2021*06*19,07:50,181411.0,MOISSON,1.0,"2,00 €",False
115747,2021*06*19,08:01,181412.0,CROISSANT,2.0,"1,10 €",False
115748,2021*06*19,08:01,181412.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115749,2021*06*19,08:01,181412.0,FLAN,3.0,"2,00 €",False
115752,2021*06*19,08:04,181413.0,BANETTE,4.0,"1,05 €",False
115755,2021*06*19,08:05,181414.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115758,2021*06*19,08:05,181415.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115759,2021*06*19,08:05,181415.0,CROISSANT,3.0,"1,10 €",False
115762,2021*06*19,08:06,181416.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115765,2021*06*19,08:08,181417.0,BOULE 200G,1.0,"1,10 €",False
115766,2021*06*19,08:08,181417.0,FICELLE,1.0,"0,60 €",False
115767,2021*06*19,08:08,181417.0,CROISSANT,2.0,"1,10 €",False
115770,2021*06*19,08:11,181418.0,CEREAL BAGUETTE,2.0,"1,25 €",False
115773,2021*06*19,08:12,181419.0,BAGUETTE,1.0,"0,90 €",False
115774,2021*06*19,08:12,181419.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115775,2021*06*19,08:12,181419.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
115778,2021*06*19,08:22,181420.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115779,2021*06*19,08:22,181420.0,KOUIGN AMANN,1.0,"2,10 €",False
115780,2021*06*19,08:22,181420.0,FONDANT CHOCOLAT,1.0,"2,50 €",False
115781,2021*06*19,08:22,181420.0,CROISSANT AMANDES,2.0,"1,40 €",False
115785,2021*06*19,08:23,181421.0,BANETTE,10.0,"1,05 €",False
115788,2021*06*19,08:26,181422.0,BAGUETTE,1.0,"0,90 €",False
115791,2021*06*19,08:32,181423.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115794,2021*06*19,08:35,181424.0,SPECIAL BREAD,1.0,"2,40 €",False
115797,2021*06*19,08:36,181425.0,BAGUETTE,2.0,"0,90 €",False
115800,2021*06*19,08:39,181426.0,BANETTE,1.0,"1,05 €",False
115803,2021*06*19,08:41,181427.0,BAGUETTE,1.0,"0,90 €",False
115806,2021*06*19,08:41,181428.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115809,2021*06*19,08:44,181429.0,PAIN AUX RAISINS,2.0,"1,40 €",False
115810,2021*06*19,08:44,181429.0,BAGUETTE,1.0,"0,90 €",False
115813,2021*06*19,08:46,181430.0,PAIN,2.0,"1,15 €",False
115816,2021*06*19,08:46,181431.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115819,2021*06*19,08:47,181432.0,DIVERS BOULANGERIE,1.0,"1,00 €",False
115820,2021*06*19,08:47,181432.0,FICELLE,1.0,"0,60 €",False
115823,2021*06*19,08:47,181433.0,PAIN,1.0,"1,15 €",False
115826,2021*06*19,08:50,181434.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
115827,2021*06*19,08:50,181434.0,CROISSANT,2.0,"1,10 €",False
115830,2021*06*19,08:53,181435.0,BANETTE,2.0,"1,05 €",False
115833,2021*06*19,08:55,181436.0,BANETTE,2.0,"1,05 €",False
115836,2021*06*19,08:55,181437.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115839,2021*06*19,08:58,181438.0,PAIN BANETTE,1.0,"1,40 €",False
115842,2021*06*19,09:01,181439.0,CROISSANT,1.0,"1,10 €",False
115843,2021*06*19,09:01,181439.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
115844,2021*06*19,09:01,181439.0,FORMULE SANDWICH,2.0,"6,50 €",False
115847,2021*06*19,09:02,181440.0,CROISSANT,2.0,"1,10 €",False
115848,2021*06*19,09:02,181440.0,BANETTE,1.0,"1,05 €",False
115849,2021*06*19,09:02,181440.0,FINANCIER X5,1.0,"3,00 €",False
115850,2021*06*19,09:02,181440.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
115853,2021*06*19,09:04,181441.0,ECLAIR,1.0,"2,00 €",False
115854,2021*06*19,09:04,181441.0,SAVARIN,1.0,"2,00 €",False
115855,2021*06*19,09:04,181441.0,FRAISIER,1.0,"3,00 €",False
115856,2021*06*19,09:04,181441.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115859,2021*06*19,09:06,181442.0,BAGUETTE,1.0,"0,90 €",False
115860,2021*06*19,09:06,181442.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115863,2021*06*19,09:07,181443.0,SANDWICH COMPLET,2.0,"4,50 €",False
115866,2021*06*19,09:07,181444.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
115867,2021*06*19,09:07,181444.0,CROISSANT,3.0,"1,10 €",False
115870,2021*06*19,09:09,181445.0,CEREAL BAGUETTE,2.0,"1,25 €",False
115871,2021*06*19,09:09,181445.0,CHAUSSON AUX POMMES,1.0,"1,40 €",False
115872,2021*06*19,09:09,181445.0,COOKIE,1.0,"1,00 €",False
115873,2021*06*19,09:09,181445.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
115874,2021*06*19,09:09,181445.0,CROISSANT,3.0,"1,10 €",False
115877,2021*06*19,09:11,181446.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115878,2021*06*19,09:11,181446.0,GRAND FAR BRETON,1.0,"7,00 €",False
115879,2021*06*19,09:11,181446.0,TARTE FRUITS 4P,1.0,"9,00 €",False
115882,2021*06*19,09:13,181447.0,SACHET DE CROUTON,1.0,"1,60 €",False
115883,2021*06*19,09:13,181447.0,BANETTE,2.0,"1,05 €",False
115886,2021*06*19,09:14,181448.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115889,2021*06*19,09:15,181449.0,CEREAL BAGUETTE,1.0,"1,25 €",False
115892,2021*06*19,09:20,181450.0,COUPE,2.0,"0,15 €",False
115893,2021*06*19,09:20,181450.0,MILLES FEUILLES,1.0,"2,00 €",False
115894,2021*06*19,09:20,181450.0,MOISSON,1.0,"2,00 €",False
115895,2021*06*19,09:20,181450.0,VIK BREAD,1.0,"2,50 €",False
115896,2021*06*19,09:20,181450.0,BAGUETTE,3.0,"0,90 €",False
115899,2021*06*19,09:21,181451.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115900,2021*06*19,09:21,181451.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
115901,2021*06*19,09:21,181451.0,CROISSANT,2.0,"1,10 €",False
115904,2021*06*19,09:22,181452.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
115905,2021*06*19,09:22,181452.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115908,2021*06*19,09:25,181453.0,CROISSANT,1.0,"1,10 €",False
115909,2021*06*19,09:25,181453.0,PAIN AU CHOCOLAT,3.0,"1,20 €",False
115910,2021*06*19,09:25,181453.0,CROISSANT AMANDES,1.0,"1,40 €",False
115913,2021*06*19,09:27,181454.0,CROISSANT,5.0,"1,10 €",False
115914,2021*06*19,09:27,181454.0,PAIN AU CHOCOLAT,4.0,"1,20 €",False
115917,2021*06*19,09:28,181455.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
115920,2021*06*19,09:31,181456.0,CAFE OU EAU,1.0,"1,00 €",False
115921,2021*06*19,09:31,181456.0,COOKIE,1.0,"1,00 €",False
115922,2021*06*19,09:31,181456.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
115923,2021*06*19,09:31,181456.0,CROISSANT,1.0,"1,10 €",False
115926,2021*06*19,09:32,181457.0,SEIGLE,1.0,"1,80 €",False
115927,2021*06*19,09:32,181457.0,COUPE,1.0,"0,15 €",False
115928,2021*06*19,09:32,181457.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115931,2021*06*19,09:33,181458.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
115934,2021*06*19,09:37,181459.0,COUPE,1.0,"0,15 €",False
115935,2021*06*19,09:37,181459.0,BOULE 200G,1.0,"1,10 €",False
115936,2021*06*19,09:37,181459.0,BAGUETTE,1.0,"0,90 €",False
115939,2021*06*19,09:38,181460.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115942,2021*06*19,09:40,181461.0,BANETTE,1.0,"1,05 €",False
115945,2021*06*19,09:40,181462.0,CEREAL BAGUETTE,1.0,"1,25 €",False
115948,2021*06*19,09:41,181463.0,PAIN,1.0,"1,15 €",False
115951,2021*06*19,09:43,181464.0,PAIN BANETTE,1.0,"1,40 €",False
115952,2021*06*19,09:43,181464.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
115955,2021*06*19,09:46,181465.0,FICELLE,1.0,"0,60 €",False
115958,2021*06*19,09:47,181466.0,DEMI BAGUETTE,1.0,"0,45 €",False
115961,2021*06*19,09:48,181467.0,BANETTE,1.0,"1,05 €",False
115964,2021*06*19,09:49,181468.0,BAGUETTE,1.0,"0,90 €",False
115967,2021*06*19,09:49,181469.0,COMPLET,1.0,"1,50 €",False
115970,2021*06*19,09:50,181470.0,BANETTINE,1.0,"0,60 €",False
115973,2021*06*19,09:51,181471.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
115976,2021*06*19,09:51,181472.0,BAGUETTE,1.0,"0,90 €",False
115979,2021*06*19,09:53,181473.0,CROISSANT AMANDES,1.0,"1,40 €",False
115980,2021*06*19,09:53,181473.0,QUIM BREAD,1.0,"1,00 €",False
115983,2021*06*19,09:55,181474.0,BAGUETTE,2.0,"0,90 €",False
115984,2021*06*19,09:55,181474.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115987,2021*06*19,09:56,181475.0,TRADITIONAL BAGUETTE,5.0,"1,20 €",False
115988,2021*06*19,09:56,181475.0,SPECIAL BREAD,1.0,"2,40 €",False
115991,2021*06*19,09:57,181476.0,BANETTE,3.0,"1,05 €",False
115994,2021*06*19,09:58,181477.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
115997,2021*06*19,09:59,181478.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
116000,2021*06*19,10:04,181479.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
116003,2021*06*19,10:05,181480.0,SEIGLE,1.0,"1,80 €",False
116004,2021*06*19,10:05,181480.0,COUPE,1.0,"0,15 €",False
116007,2021*06*19,10:07,181481.0,CROISSANT AMANDES,1.0,"1,40 €",False
116008,2021*06*19,10:07,181481.0,CHAUSSON AUX POMMES,1.0,"1,40 €",False
116011,2021*06*19,10:07,181482.0,PAIN AU CHOCOLAT,3.0,"1,20 €",False
116012,2021*06*19,10:07,181482.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116013,2021*06*19,10:07,181482.0,CROISSANT,3.0,"1,10 €",False
116016,2021*06*19,10:08,181483.0,CEREAL BAGUETTE,2.0,"1,25 €",False
116017,2021*06*19,10:08,181483.0,MOISSON,1.0,"2,00 €",False
116018,2021*06*19,10:08,181483.0,COUPE,1.0,"0,15 €",False
116019,2021*06*19,10:08,181483.0,CROISSANT,3.0,"1,10 €",False
116022,2021*06*19,10:09,181484.0,CROISSANT,1.0,"1,10 €",False
116023,2021*06*19,10:09,181484.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
116024,2021*06*19,10:09,181484.0,CEREAL BAGUETTE,1.0,"1,25 €",False
116027,2021*06*19,10:11,181485.0,COUPE,2.0,"0,15 €",False
116028,2021*06*19,10:11,181485.0,MOISSON,2.0,"2,00 €",False
116031,2021*06*19,10:11,181486.0,PAIN AU CHOCOLAT,3.0,"1,20 €",False
116032,2021*06*19,10:11,181486.0,BANETTE,2.0,"1,05 €",False
116033,2021*06*19,10:11,181486.0,CROISSANT,2.0,"1,10 €",False
116036,2021*06*19,10:13,181487.0,BAGUETTE,1.0,"0,90 €",False
116039,2021*06*19,10:14,181488.0,BANETTE,1.0,"1,05 €",False
116042,2021*06*19,10:16,181489.0,FICELLE,2.0,"0,60 €",False
116043,2021*06*19,10:16,181489.0,CAMPAGNE,1.0,"1,80 €",False
116044,2021*06*19,10:16,181489.0,TARTELETTE,2.0,"2,00 €",False
116045,2021*06*19,10:16,181489.0,COUPE,1.0,"0,15 €",False
116048,2021*06*19,10:18,181490.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
116051,2021*06*19,10:18,181491.0,FORMULE SANDWICH,1.0,"6,50 €",False
116052,2021*06*19,10:18,181491.0,SPECIAL BREAD,1.0,"2,40 €",False
116053,2021*06*19,10:18,181491.0,COUPE,1.0,"0,15 €",False
116056,2021*06*19,10:20,181492.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116059,2021*06*19,10:21,181493.0,FORMULE SANDWICH,1.0,"6,50 €",False
116060,2021*06*19,10:21,181493.0,SANDWICH COMPLET,1.0,"4,50 €",False
116063,2021*06*19,10:22,181494.0,BANETTE,1.0,"1,05 €",False
116066,2021*06*19,10:23,181495.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116069,2021*06*19,10:23,181496.0,SPECIAL BREAD,2.0,"2,40 €",False
116072,2021*06*19,10:24,181497.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116073,2021*06*19,10:24,181497.0,CROISSANT AMANDES,1.0,"1,40 €",False
116076,2021*06*19,10:25,181498.0,BAGUETTE,1.0,"0,90 €",False
116077,2021*06*19,10:25,181498.0,CROISSANT,4.0,"1,10 €",False
116080,2021*06*19,10:29,181499.0,BAGUETTE,2.0,"0,90 €",False
116081,2021*06*19,10:29,181499.0,COMPLET,1.0,"1,50 €",False
116082,2021*06*19,10:29,181499.0,COUPE,1.0,"0,15 €",False
116085,2021*06*19,10:30,181500.0,SPECIAL BREAD,1.0,"2,40 €",False
116086,2021*06*19,10:30,181500.0,COUPE,1.0,"0,15 €",False
116089,2021*06*19,10:30,181501.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116092,2021*06*19,10:31,181502.0,COUPE,1.0,"0,15 €",False
116093,2021*06*19,10:31,181502.0,TRADITIONAL BAGUETTE,6.0,"1,20 €",False
116094,2021*06*19,10:31,181502.0,BANETTE,2.0,"1,05 €",False
116095,2021*06*19,10:31,181502.0,CAMPAGNE,1.0,"1,80 €",False
116098,2021*06*19,10:33,181503.0,BANETTINE,1.0,"0,60 €",False
116101,2021*06*19,10:34,181504.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116104,2021*06*19,10:34,181505.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116107,2021*06*19,10:34,181506.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116108,2021*06*19,10:34,181506.0,VIK BREAD,1.0,"2,50 €",False
116109,2021*06*19,10:34,181506.0,COUPE,1.0,"0,15 €",False
116112,2021*06*19,10:35,181507.0,BANETTE,1.0,"1,05 €",False
116115,2021*06*19,10:36,181508.0,MILLES FEUILLES,2.0,"2,00 €",False
116116,2021*06*19,10:36,181508.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
116117,2021*06*19,10:36,181508.0,ECLAIR,3.0,"2,00 €",False
116120,2021*06*19,10:38,181509.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
116123,2021*06*19,10:38,181510.0,BAGUETTE,10.0,"0,90 €",False
116126,2021*06*19,10:39,181511.0,COUPE,1.0,"0,15 €",False
116127,2021*06*19,10:39,181511.0,CEREAL BAGUETTE,1.0,"1,25 €",False
116128,2021*06*19,10:39,181511.0,MOISSON,1.0,"2,00 €",False
116131,2021*06*19,10:40,181512.0,COMPLET,1.0,"1,50 €",False
116132,2021*06*19,10:40,181512.0,COUPE,1.0,"0,15 €",False
116133,2021*06*19,10:40,181512.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116136,2021*06*19,10:40,181513.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
116139,2021*06*19,10:41,181514.0,MOISSON,1.0,"2,00 €",False
116140,2021*06*19,10:41,181514.0,CAMPAGNE,1.0,"1,80 €",False
116141,2021*06*19,10:41,181514.0,COUPE,1.0,"0,15 €",False
116144,2021*06*19,10:42,181515.0,PAIN AU CHOCOLAT,4.0,"1,20 €",False
116145,2021*06*19,10:42,181515.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
116148,2021*06*19,10:42,181516.0,SPECIAL BREAD,1.0,"2,40 €",False
116151,2021*06*19,10:43,181517.0,COUPE,1.0,"0,15 €",False
116152,2021*06*19,10:43,181517.0,CAMPAGNE,1.0,"1,80 €",False
116155,2021*06*19,10:45,181518.0,BAGUETTE,1.0,"0,90 €",False
116158,2021*06*19,10:45,181519.0,PAIN AUX RAISINS,2.0,"1,40 €",False
116159,2021*06*19,10:45,181519.0,SPECIAL BREAD,1.0,"2,40 €",False
116160,2021*06*19,10:45,181519.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116163,2021*06*19,10:46,181520.0,TRADITIONAL BAGUETTE,5.0,"1,20 €",False
116166,2021*06*19,10:47,181521.0,CAFE OU EAU,2.0,"1,00 €",False
116169,2021*06*19,10:48,181522.0,VIK BREAD,1.0,"2,50 €",False
116172,2021*06*19,10:48,181523.0,BAGUETTE,1.0,"0,90 €",False
116175,2021*06*19,10:51,181524.0,MILLES FEUILLES,2.0,"2,00 €",False
116176,2021*06*19,10:51,181524.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
116179,2021*06*19,10:57,181525.0,COUPE,1.0,"0,15 €",False
116180,2021*06*19,10:57,181525.0,CAMPAGNE,1.0,"1,80 €",False
116183,2021*06*19,10:58,181526.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
116186,2021*06*19,11:01,181527.0,COUPE,1.0,"0,15 €",False
116187,2021*06*19,11:01,181527.0,CAMPAGNE,1.0,"1,80 €",False
116190,2021*06*19,11:01,181528.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
116193,2021*06*19,11:04,181529.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116194,2021*06*19,11:04,181529.0,TARTELETTE,2.0,"2,00 €",False
116197,2021*06*19,11:05,181530.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116200,2021*06*19,11:05,181531.0,SANDWICH COMPLET,1.0,"4,50 €",False
116203,2021*06*19,11:13,181532.0,PAIN BANETTE,1.0,"1,40 €",False
116206,2021*06*19,11:13,181533.0,PAIN AU CHOCOLAT,5.0,"1,20 €",False
116207,2021*06*19,11:13,181533.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
116208,2021*06*19,11:13,181533.0,BAGUETTE,6.0,"0,90 €",False
116211,2021*06*19,11:15,181534.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
116214,2021*06*19,11:16,181535.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
116217,2021*06*19,11:19,181536.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116220,2021*06*19,11:19,181537.0,TRADITIONAL BAGUETTE,5.0,"1,20 €",False
116223,2021*06*19,11:20,181538.0,BAGUETTE,2.0,"0,90 €",False
116226,2021*06*19,11:21,181539.0,BAGUETTE,1.0,"0,90 €",False
116229,2021*06*19,11:21,181540.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
116232,2021*06*19,11:24,181541.0,VIK BREAD,1.0,"2,50 €",False
116233,2021*06*19,11:24,181541.0,BRIOCHE,1.0,"5,00 €",False
116234,2021*06*19,11:24,181541.0,CEREAL BAGUETTE,1.0,"1,25 €",False
116237,2021*06*19,11:25,181542.0,VIK BREAD,1.0,"2,50 €",False
116238,2021*06*19,11:25,181542.0,BANETTE,1.0,"1,05 €",False
116241,2021*06*19,11:26,181543.0,TRADITIONAL BAGUETTE,6.0,"1,20 €",False
116244,2021*06*19,11:28,181544.0,COUPE,1.0,"0,15 €",False
116245,2021*06*19,11:28,181544.0,SPECIAL BREAD KG,1.0,"4,80 €",False
116248,2021*06*19,11:32,181545.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116251,2021*06*19,11:33,181546.0,GACHE,1.0,"5,00 €",False
116252,2021*06*19,11:33,181546.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116255,2021*06*19,11:34,181547.0,GACHE,1.0,"5,00 €",False
116256,2021*06*19,11:34,181547.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116259,2021*06*19,11:35,181548.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116262,2021*06*19,11:35,181549.0,BANETTE,2.0,"1,05 €",False
116265,2021*06*19,11:36,181550.0,BANETTE,2.0,"1,05 €",False
116268,2021*06*19,11:37,181551.0,VIK BREAD,1.0,"2,50 €",False
116271,2021*06*19,11:38,181552.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
116274,2021*06*19,11:38,181553.0,BOULE 200G,1.0,"1,10 €",False
116275,2021*06*19,11:38,181553.0,COUPE,1.0,"0,15 €",False
116278,2021*06*19,11:42,181554.0,COUPE,1.0,"0,15 €",False
116279,2021*06*19,11:42,181554.0,COMPLET,1.0,"1,50 €",False
116282,2021*06*19,11:44,181555.0,BOULE 400G,1.0,"1,50 €",False
116283,2021*06*19,11:44,181555.0,COUPE,1.0,"0,15 €",False
116284,2021*06*19,11:44,181555.0,FRAISIER,2.0,"3,00 €",False
116287,2021*06*19,11:45,181556.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
116290,2021*06*19,11:46,181557.0,PAIN AUX RAISINS,2.0,"1,40 €",False
116291,2021*06*19,11:46,181557.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
116294,2021*06*19,11:47,181558.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116297,2021*06*19,11:48,181559.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
116300,2021*06*19,11:52,181560.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116303,2021*06*19,11:53,181561.0,CAFE OU EAU,3.0,"1,00 €",False
116306,2021*06*19,11:57,181562.0,COUPE,1.0,"0,15 €",False
116307,2021*06*19,11:57,181562.0,SPECIAL BREAD,1.0,"2,40 €",False
116308,2021*06*19,11:57,181562.0,COUPE,1.0,"0,15 €",False
116309,2021*06*19,11:57,181562.0,BOULE 200G,1.0,"1,10 €",False
116312,2021*06*19,12:00,181563.0,BAGUETTE,1.0,"0,90 €",False
116315,2021*06*19,12:01,181564.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116318,2021*06*19,12:01,181565.0,VIK BREAD,1.0,"2,50 €",False
116321,2021*06*19,12:04,181566.0,SEIGLE,1.0,"1,80 €",False
116322,2021*06*19,12:04,181566.0,COUPE,1.0,"0,15 €",False
116325,2021*06*19,12:04,181567.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
116328,2021*06*19,12:05,181568.0,BAGUETTE,1.0,"0,90 €",False
